County,Year,Deaths,State
Cuyahoga County,2005,140, OH
Dakota County,2005,11, MN
Dallas County,2005,242, TX
Dane County,2005,26, WI
Dauphin County,2005,16, PA
Davidson County,2005,24, NC
Davidson County,2005,88, TN
Daviess County,2005,15, KY
Davis County,2005,22, UT
DeKalb County,2005,22, GA
Dearborn County,2005,10, IN
Delaware County,2005,13, IN
Delaware County,2005,81, PA
Denton County,2005,32, TX
Denver County,2005,140, CO
District of Columbia,2005,87, DC
Dona Ana County,2005,18, NM
Douglas County,2005,11, CO
Douglas County,2005,27, NE
DuPage County,2005,56, IL
Durham County,2005,11, NC
Duval County,2005,102, FL
East Baton Rouge Parish,2005,18, LA
Ector County,2005,12, TX
Eddy County,2005,11, NM
El Dorado County,2005,20, CA
El Paso County,2005,83, CO
El Paso County,2005,40, TX
Erie County,2005,11, NY
Erie County,2005,31, PA
Escambia County,2005,32, FL
Essex County,2005,116, MA
Essex County,2005,153, NJ
Fairbanks North Star Borough,2005,11, AK
Fairfax County,2005,40, VA
Fairfield County,2005,59, CT
Fayette County,2005,31, KY
Fayette County,2005,16, PA
Floyd County,2005,17, GA
Floyd County,2005,10, IN
Floyd County,2005,21, KY
Forsyth County,2005,15, NC
Fort Bend County,2005,13, TX
Franklin County,2005,156, OH
Frederick County,2005,13, MD
Fresno County,2005,95, CA
Fulton County,2005,101, GA
Galveston County,2005,44, TX
Gaston County,2005,35, NC
Genesee County,2005,54, MI
Gloucester County,2005,31, NJ
Grafton County,2005,10, NH
Grant County,2005,13, WA
Greene County,2005,59, MO
Greene County,2005,20, OH
Greenville County,2005,63, SC
Gregg County,2005,13, TX
Guilford County,2005,36, NC
Gwinnett County,2005,25, GA
Hall County,2005,10, GA
Hamilton County,2005,103, OH
Hamilton County,2005,27, TN
Hampden County,2005,39, MA
Hancock County,2005,14, MS
Hardin County,2005,10, TX
Harford County,2005,23, MD
Harris County,2005,364, TX
Harrison County,2005,32, MS
Hartford County,2005,94, CT
Hawaii County,2005,19, HI
Henderson County,2005,12, NC
Hennepin County,2005,93, MN
Henrico County,2005,21, VA
Henry County,2005,11, GA
Henry County,2005,10, IN
Hernando County,2005,19, FL
Hidalgo County,2005,10, TX
Hillsborough County,2005,177, FL
Hillsborough County,2005,29, NH
Honolulu County,2005,103, HI
Horry County,2005,28, SC
Hudson County,2005,64, NJ
Humboldt County,2005,36, CA
Imperial County,2005,13, CA
Indian River County,2005,15, FL
Ingham County,2005,19, MI
Iredell County,2005,13, NC
Jackson County,2005,12, MI
Jackson County,2005,70, MO
Jackson County,2005,30, MS
Jackson County,2005,21, OR
Jefferson County,2005,59, AL
Jefferson County,2005,28, CO
Jefferson County,2005,66, KY
Jefferson County,2005,16, MO
Jefferson County,2005,12, OH
Jefferson County,2005,13, TN
Jefferson County,2005,25, TX
Jefferson Parish,2005,99, LA
Jessamine County,2005,10, KY
Johnson County,2005,11, IN
Johnson County,2005,22, KS
Kalamazoo County,2005,19, MI
Kanawha County,2005,20, WV
Kane County,2005,29, IL
Kennebec County,2005,12, ME
Kenosha County,2005,22, WI
Kent County,2005,39, MI
Kent County,2005,21, RI
Kenton County,2005,30, KY
Kern County,2005,84, CA
King County,2005,242, WA
Kings County,2005,237, NY
Kitsap County,2005,16, WA
Knox County,2005,85, TN
LaSalle County,2005,21, IL
Lackawanna County,2005,21, PA
Lafayette Parish,2005,35, LA
Lake County,2005,14, CA
Lake County,2005,18, FL
Lake County,2005,51, IL
Lake County,2005,11, IN
Lake County,2005,19, OH
Lancaster County,2005,38, PA
Lane County,2005,42, OR
Larimer County,2005,12, CO
Laurel County,2005,12, KY
Laurens County,2005,13, SC
Lee County,2005,81, FL
Lehigh County,2005,33, PA
Leon County,2005,16, FL
Lewis County,2005,13, WA
Lexington County,2005,15, SC
Linn County,2005,10, IA
Linn County,2005,10, OR
Litchfield County,2005,12, CT
Livingston Parish,2005,26, LA
Lorain County,2005,14, OH
Los Angeles County,2005,790, CA
Lubbock County,2005,22, TX
Lucas County,2005,59, OH
Luzerne County,2005,46, PA
Macomb County,2005,146, MI
Madera County,2005,11, CA
Madison County,2005,13, AL
Madison County,2005,22, IL
Madison County,2005,30, IN
Mahoning County,2005,30, OH
Manatee County,2005,43, FL
Maricopa County,2005,505, AZ
Marin County,2005,16, CA
Marion County,2005,28, FL
Marion County,2005,90, IN
Marion County,2005,26, OR
Martin County,2005,25, FL
McCracken County,2005,10, KY
McHenry County,2005,18, IL
McKinley County,2005,11, NM
McLean County,2005,11, IL
McLennan County,2005,10, TX
Mecklenburg County,2005,64, NC
Merced County,2005,14, CA
Mercer County,2005,16, NJ
Mercer County,2005,20, PA
Merrimack County,2005,17, NH
Miami County,2005,11, OH
Miami-Dade County,2005,154, FL
Middlesex County,2005,167, MA
Middlesex County,2005,64, NJ
Midland County,2005,11, TX
Milwaukee County,2005,189, WI
Missoula County,2005,12, MT
Mobile County,2005,22, AL
Mohave County,2005,24, AZ
Monmouth County,2005,48, NJ
Monroe County,2005,16, MI
Monroe County,2005,18, PA
Monterey County,2005,40, CA
Montgomery County,2005,29, MD
Montgomery County,2005,131, OH
Montgomery County,2005,63, PA
Montgomery County,2005,14, TN
Montgomery County,2005,41, TX
Montgomery County,2005,10, VA
Morgan County,2005,10, AL
Morris County,2005,24, NJ
Multnomah County,2005,157, OR
Muskegon County,2005,14, MI
Nassau County,2005,17, FL
Nassau County,2005,28, NY
Nevada County,2005,11, CA
New Castle County,2005,37, DE
New Hanover County,2005,36, NC
New Haven County,2005,107, CT
New London County,2005,16, CT
New York County,2005,227, NY
Norfolk County,2005,83, MA
Norfolk city,2005,20, VA
Northampton County,2005,17, PA
Nueces County,2005,37, TX
Nye County,2005,10, NV
Oakland County,2005,160, MI
Ocean County,2005,31, NJ
Oconee County,2005,11, SC
Okaloosa County,2005,21, FL
Oklahoma County,2005,86, OK
Onslow County,2005,12, NC
Orange County,2005,257, CA
Orange County,2005,90, FL
Orange County,2005,19, TX
Orleans Parish,2005,51, LA
Osceola County,2005,16, FL
Ouachita Parish,2005,14, LA
Palm Beach County,2005,229, FL
Pasco County,2005,103, FL
Passaic County,2005,59, NJ
Pearl River County,2005,14, MS
Penobscot County,2005,16, ME
Peoria County,2005,12, IL
Perry County,2005,10, KY
Philadelphia County,2005,391, PA
Pickens County,2005,17, SC
Pierce County,2005,85, WA
Pike County,2005,27, KY
Pima County,2005,173, AZ
Pinal County,2005,15, AZ
Pinellas County,2005,236, FL
Placer County,2005,28, CA
Plymouth County,2005,45, MA
Polk County,2005,60, FL
Polk County,2005,27, IA
Porter County,2005,10, IN
Prince George's County,2005,34, MD
Prince William County,2005,16, VA
Providence County,2005,89, RI
Pueblo County,2005,21, CO
Pulaski County,2005,41, AR
Pulaski County,2005,14, VA
Queens County,2005,170, NY
Racine County,2005,10, WI
Raleigh County,2005,10, WV
Ramsey County,2005,40, MN
Randolph County,2005,10, NC
Richland County,2005,13, OH
Richland County,2005,24, SC
Richmond County,2005,10, GA
Richmond County,2005,47, NY
Richmond city,2005,27, VA
Rio Arriba County,2005,16, NM
Riverside County,2005,188, CA
Roane County,2005,14, TN
Roanoke city,2005,10, VA
Rock County,2005,18, WI
Rockingham County,2005,13, NC
Rockingham County,2005,18, NH
Ross County,2005,14, OH
Rowan County,2005,21, NC
Russell County,2005,10, VA
Rutherford County,2005,11, NC
Rutherford County,2005,14, TN
Sacramento County,2005,256, CA
Saginaw County,2005,12, MI
Salem County,2005,12, NJ
Saline County,2005,10, AR
Salt Lake County,2005,223, UT
San Bernardino County,2005,232, CA
San Diego County,2005,317, CA
San Francisco County,2005,174, CA
San Joaquin County,2005,69, CA
San Luis Obispo County,2005,22, CA
San Mateo County,2005,53, CA
Sangamon County,2005,10, IL
Santa Barbara County,2005,30, CA
Santa Clara County,2005,100, CA
Santa Cruz County,2005,27, CA
Santa Fe County,2005,18, NM
Santa Rosa County,2005,22, FL
Sarasota County,2005,60, FL
Schuylkill County,2005,16, PA
Scioto County,2005,17, OH
Sedgwick County,2005,83, KS
Seminole County,2005,41, FL
Sevier County,2005,15, TN
Shasta County,2005,33, CA
Shawnee County,2005,11, KS
Shelby County,2005,103, TN
Skagit County,2005,15, WA
Snohomish County,2005,94, WA
Solano County,2005,30, CA
Somerset County,2005,17, NJ
Sonoma County,2005,51, CA
Spartanburg County,2005,44, SC
Spokane County,2005,91, WA
St. Bernard Parish,2005,16, LA
St. Charles County,2005,25, MO
St. Clair County,2005,15, MI
St. Francois County,2005,19, MO
St. Joseph County,2005,19, IN
St. Landry Parish,2005,23, LA
St. Louis County,2005,84, MO
St. Louis city,2005,37, MO
St. Lucie County,2005,25, FL
St. Tammany Parish,2005,55, LA
Stanislaus County,2005,67, CA
Stark County,2005,16, OH
Strafford County,2005,14, NH
Suffolk County,2005,101, MA
Suffolk County,2005,14, NY
Sullivan County,2005,14, TN
Summit County,2005,50, OH
Sumner County,2005,14, TN
Surry County,2005,12, NC
Tangipahoa Parish,2005,31, LA
Tarrant County,2005,119, TX
Taylor County,2005,11, TX
Tazewell County,2005,12, VA
Terrebonne Parish,2005,17, LA
Thurston County,2005,23, WA
Tippecanoe County,2005,13, IN
Tom Green County,2005,10, TX
Travis County,2005,84, TX
Trumbull County,2005,28, OH
Tulare County,2005,33, CA
Tulsa County,2005,123, OK
Tuolumne County,2005,10, CA
Tuscaloosa County,2005,10, AL
Union County,2005,12, NC
Union County,2005,36, NJ
Utah County,2005,70, UT
Valencia County,2005,10, NM
Vance County,2005,10, NC
Vanderburgh County,2005,24, IN
Ventura County,2005,67, CA
Virginia Beach city,2005,31, VA
Volusia County,2005,85, FL
Wagoner County,2005,11, OK
Wake County,2005,59, NC
Walker County,2005,11, AL
Walker County,2005,13, GA
Walton County,2005,10, FL
Warren County,2005,22, OH
Washington County,2005,10, MD
Washington County,2005,33, OR
Washington County,2005,17, PA
Washington County,2005,10, TN
Washington County,2005,12, UT
Washoe County,2005,69, NV
Washtenaw County,2005,31, MI
Waukesha County,2005,23, WI
Wayne County,2005,436, MI
Webb County,2005,13, TX
Weber County,2005,27, UT
Westmoreland County,2005,38, PA
Whatcom County,2005,16, WA
Whitfield County,2005,11, GA
Wichita County,2005,15, TX
Wilkes County,2005,16, NC
Will County,2005,50, IL
Williamson County,2005,14, TX
Wilson County,2005,13, TN
Winnebago County,2005,28, IL
Wise County,2005,10, VA
Worcester County,2005,85, MA
Wyandotte County,2005,10, KS
Yakima County,2005,11, WA
Yavapai County,2005,15, AZ
Yolo County,2005,10, CA
York County,2005,18, ME
York County,2005,33, PA
York County,2005,23, SC
Yuma County,2005,14, AZ
Acadia Parish,2006,19, LA
Ada County,2006,32, ID
Adams County,2006,62, CO
Aiken County,2006,25, SC
Alamance County,2006,10, NC
Alameda County,2006,182, CA
Albany County,2006,11, NY
Allegany County,2006,12, MD
Allegheny County,2006,150, PA
Allen County,2006,19, IN
Anchorage Borough,2006,24, AK
Anderson County,2006,18, SC
Anderson County,2006,13, TN
Anderson County,2006,10, TX
Anne Arundel County,2006,61, MD
Anoka County,2006,12, MN
Aransas County,2006,10, TX
Arapahoe County,2006,66, CO
Armstrong County,2006,14, PA
Atlantic County,2006,35, NJ
Baldwin County,2006,11, AL
Baltimore County,2006,132, MD
Baltimore city,2006,253, MD
Barnstable County,2006,28, MA
Barrow County,2006,10, GA
Bay County,2006,34, FL
Bay County,2006,13, MI
Beaver County,2006,17, PA
Bell County,2006,10, KY
Bell County,2006,10, TX
Benton County,2006,10, AR
Benton County,2006,16, WA
Bergen County,2006,59, NJ
Berkeley County,2006,12, SC
Berks County,2006,40, PA
Bernalillo County,2006,171, NM
Berrien County,2006,21, MI
Bexar County,2006,191, TX
Blair County,2006,18, PA
Blount County,2006,16, TN
Boone County,2006,18, KY
Boone County,2006,17, MO
Bossier Parish,2006,10, LA
Boulder County,2006,40, CO
Brazoria County,2006,27, TX
Brevard County,2006,107, FL
Bristol County,2006,112, MA
Bronx County,2006,254, NY
Broward County,2006,282, FL
Brown County,2006,21, WI
Brunswick County,2006,17, NC
Bucks County,2006,101, PA
Buncombe County,2006,22, NC
Burke County,2006,20, NC
Burlington County,2006,44, NJ
Butler County,2006,60, OH
Butler County,2006,13, PA
Butte County,2006,62, CA
Cabarrus County,2006,18, NC
Cabell County,2006,28, WV
Caddo Parish,2006,28, LA
Calcasieu Parish,2006,54, LA
Caldwell County,2006,16, NC
Calhoun County,2006,22, MI
Cambria County,2006,29, PA
Camden County,2006,136, NJ
Campbell County,2006,25, KY
Campbell County,2006,19, TN
Cape May County,2006,24, NJ
Carroll County,2006,14, GA
Carroll County,2006,13, MD
Catawba County,2006,17, NC
Catoosa County,2006,10, GA
Cecil County,2006,18, MD
Charleston County,2006,27, SC
Charlotte County,2006,15, FL
Chatham County,2006,18, GA
Chaves County,2006,16, NM
Cherokee County,2006,12, GA
Cherokee County,2006,12, OK
Chesapeake city,2006,15, VA
Chester County,2006,30, PA
Chesterfield County,2006,13, VA
Chilton County,2006,13, AL
Chittenden County,2006,15, VT
Citrus County,2006,23, FL
Clackamas County,2006,34, OR
Clallam County,2006,15, WA
Clark County,2006,10, IN
Clark County,2006,11, KY
Clark County,2006,336, NV
Clark County,2006,18, OH
Clark County,2006,48, WA
Clay County,2006,15, FL
Clayton County,2006,18, GA
Clermont County,2006,31, OH
Cleveland County,2006,11, NC
Cleveland County,2006,25, OK
Cobb County,2006,49, GA
Cochise County,2006,13, AZ
Collier County,2006,43, FL
Collin County,2006,24, TX
Comal County,2006,15, TX
Contra Costa County,2006,74, CA
Cook County,2006,770, IL
Cowlitz County,2006,20, WA
Craighead County,2006,10, AR
Craven County,2006,13, NC
Creek County,2006,18, OK
Cumberland County,2006,18, ME
Cumberland County,2006,24, NC
Cumberland County,2006,18, NJ
Cuyahoga County,2006,183, OH
Dakota County,2006,10, MN
Dallas County,2006,237, TX
Dane County,2006,45, WI
Dauphin County,2006,15, PA
Davidson County,2006,28, NC
Davidson County,2006,99, TN
Daviess County,2006,12, KY
Davis County,2006,28, UT
DeKalb County,2006,29, GA
DeSoto County,2006,11, MS
Delaware County,2006,18, IN
Delaware County,2006,101, PA
Denton County,2006,25, TX
Denver County,2006,144, CO
District of Columbia,2006,113, DC
Dona Ana County,2006,26, NM
Douglas County,2006,19, CO
Douglas County,2006,14, GA
Douglas County,2006,31, NE
DuPage County,2006,70, IL
Durham County,2006,21, NC
Dutchess County,2006,20, NY
Duval County,2006,158, FL
East Baton Rouge Parish,2006,34, LA
Ector County,2006,22, TX
Eddy County,2006,12, NM
El Dorado County,2006,25, CA
El Paso County,2006,68, CO
El Paso County,2006,70, TX
Erie County,2006,72, NY
Erie County,2006,19, PA
Escambia County,2006,45, FL
Essex County,2006,120, MA
Essex County,2006,116, NJ
Fairfax County,2006,46, VA
Fairfield County,2006,97, CT
Fayette County,2006,28, KY
Fayette County,2006,15, PA
Florence County,2006,16, SC
Floyd County,2006,15, GA
Floyd County,2006,10, IN
Floyd County,2006,18, KY
Forsyth County,2006,36, NC
Fort Bend County,2006,18, TX
Franklin County,2006,179, OH
Franklin County,2006,10, TN
Frederick County,2006,21, MD
Fresno County,2006,98, CA
Fulton County,2006,87, GA
Galveston County,2006,49, TX
Gaston County,2006,32, NC
Genesee County,2006,90, MI
Gloucester County,2006,79, NJ
Glynn County,2006,13, GA
Grant County,2006,11, WA
Grayson County,2006,11, TX
Greene County,2006,44, MO
Greene County,2006,21, OH
Greenville County,2006,75, SC
Guadalupe County,2006,10, TX
Guilford County,2006,49, NC
Gwinnett County,2006,43, GA
Hall County,2006,12, GA
Hamilton County,2006,12, IN
Hamilton County,2006,116, OH
Hamilton County,2006,33, TN
Hampden County,2006,53, MA
Hampshire County,2006,15, MA
Hancock County,2006,19, MS
Hardin County,2006,10, OH
Harford County,2006,36, MD
Harris County,2006,427, TX
Harrison County,2006,42, MS
Hartford County,2006,117, CT
Hawkins County,2006,10, TN
Henderson County,2006,10, KY
Hennepin County,2006,109, MN
Henry County,2006,17, GA
Henry County,2006,13, IN
Henry County,2006,12, TN
Henry County,2006,12, VA
Hernando County,2006,25, FL
Hidalgo County,2006,10, TX
Hillsborough County,2006,197, FL
Hillsborough County,2006,36, NH
Hinds County,2006,10, MS
Honolulu County,2006,99, HI
Horry County,2006,33, SC
Howard County,2006,21, IN
Howard County,2006,11, MD
Howell County,2006,15, MO
Hudson County,2006,52, NJ
Humboldt County,2006,36, CA
Imperial County,2006,16, CA
Indian River County,2006,23, FL
Ingham County,2006,17, MI
Iredell County,2006,14, NC
Jackson County,2006,23, MI
Jackson County,2006,88, MO
Jackson County,2006,37, MS
Jackson County,2006,14, OH
Jackson County,2006,42, OR
Jefferson County,2006,86, AL
Jefferson County,2006,22, CO
Jefferson County,2006,82, KY
Jefferson County,2006,36, MO
Jefferson County,2006,11, OH
Jefferson County,2006,51, TX
Jefferson Parish,2006,115, LA
Johnson County,2006,10, IN
Johnson County,2006,23, KS
Johnson County,2006,10, TX
Kalamazoo County,2006,29, MI
Kanawha County,2006,36, WV
Kane County,2006,20, IL
Kennebec County,2006,19, ME
Kenosha County,2006,24, WI
Kent County,2006,11, DE
Kent County,2006,45, MI
Kent County,2006,17, RI
Kenton County,2006,27, KY
Kern County,2006,108, CA
King County,2006,274, WA
Kings County,2006,284, NY
Kitsap County,2006,14, WA
Knott County,2006,11, KY
Knox County,2006,98, TN
Kootenai County,2006,12, ID
La Porte County,2006,10, IN
LaSalle County,2006,18, IL
Lackawanna County,2006,26, PA
Lafayette Parish,2006,45, LA
Lake County,2006,15, CA
Lake County,2006,16, FL
Lake County,2006,52, IL
Lake County,2006,28, IN
Lake County,2006,28, OH
Lancaster County,2006,10, NE
Lancaster County,2006,21, PA
Lane County,2006,50, OR
Larimer County,2006,35, CO
Laurel County,2006,10, KY
Lawrence County,2006,12, PA
Lee County,2006,98, FL
Lehigh County,2006,25, PA
Lexington County,2006,29, SC
Liberty County,2006,12, TX
Licking County,2006,24, OH
Lincoln County,2006,11, NC
Linn County,2006,11, IA
Linn County,2006,10, OR
Litchfield County,2006,17, CT
Livingston County,2006,16, MI
Livingston Parish,2006,25, LA
Logan County,2006,22, WV
Lorain County,2006,18, OH
Los Angeles County,2006,825, CA
Lubbock County,2006,18, TX
Lucas County,2006,55, OH
Luzerne County,2006,43, PA
Macomb County,2006,167, MI
Macon County,2006,13, NC
Madera County,2006,11, CA
Madison County,2006,30, IL
Madison County,2006,37, IN
Madison County,2006,10, KY
Mahoning County,2006,27, OH
Manatee County,2006,54, FL
Maricopa County,2006,601, AZ
Marin County,2006,24, CA
Marion County,2006,55, FL
Marion County,2006,114, IN
Marion County,2006,23, OR
Martin County,2006,17, FL
Matanuska-Susitna Borough,2006,13, AK
McCracken County,2006,13, KY
McHenry County,2006,18, IL
McLennan County,2006,15, TX
Mecklenburg County,2006,59, NC
Mendocino County,2006,13, CA
Mercer County,2006,11, PA
Mercer County,2006,16, WV
Miami-Dade County,2006,152, FL
Middlesex County,2006,162, MA
Middlesex County,2006,40, NJ
Midland County,2006,11, TX
